"","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength"
"3381","Alin Sava",NA,1,NA,2019-04-30,2019-05-02,TRUE,"Creating a bank account never been…","Creating a bank account never been easier!","That's right, Alin! We're really glad to hear you like the experience, it's great to have you with us!",42
"3382","customer",NA,1,NA,2019-04-30,2019-05-02,TRUE,"Eccellente","Eccellente good","Thanks a lot for your review!",15
"3383","Eraldo",NA,1,NA,2019-04-30,2019-05-02,TRUE,"All very nice!","All very nice!","Glad to hear that, thank you!",14
"3384","Ali adoum",NA,1,NA,2019-04-30,2019-05-02,TRUE,"Very useful and speed","Very useful and speed","Glad to hear everything's going smoothly with your account! Thanks a lot for your review, we really appreciate it!",21
"3385","Asthmapatient",NA,3,NA,2019-04-30,2019-05-10,TRUE,"Klappt alles sehr gut","Klappt alles sehr gut","Das freut uns! Danke für Dein Feedback :-)",21
"3386","customer",NA,1,NA,2019-04-30,2019-05-02,TRUE,"Best experience","Just amazing.","Thanks a lot for saying this! It's amazing to have you with us!",13
"3387","topoletto",NA,3,NA,2019-04-30,2019-05-02,TRUE,"VERY GOOD","Very usefull free debit card","Hi there - it's not exactly a credit card, it's a debit card, but we're glad to hear you're enjoying it! Thanks for your review!",28
"3388","GRIMMAS",NA,1,NA,2019-04-30,2019-05-02,TRUE,"VERY NICE FAST AND SIMPLY TO MAKE A…","VERY NICE FAST AND SIMPLY TO MAKE A ACCOUNT","That's correct! Thanks for your review and for being with us!",43
"3389","BURCIN ERGUNT",NA,1,NA,2019-04-30,2019-05-02,TRUE,"Strongly recommended","As a new resident in UK, I tried almost all other alternatives, by far fastest to open an account and card delivery. Strongly recommended.","We're really glad to hear you're enjoying our services! Welcome on board and good luck in the UK!",138
"3390","Eugene Fubler",NA,1,NA,2019-04-30,2019-05-02,TRUE,"Great customer service so far","Great customer service so far. Seems legit just waiting for my card in the mail so I can start transactions. A little concern with the actual web page its put together well but there are some small print at the bottem with ""insert text here"" on it but other than that I have no complaints.","Hi there Eugene - thanks for flagging this! Would you mind contacting our support and sharing where exactly you saw this text? We'd like to have a look and fix this! Details here: monese.com/contact and welcome on board!",289
"3391","customer",NA,1,NA,2019-04-30,NA,TRUE,"Lo mejor de todas","Lo mejor de todas, es super facil no te vas a complicado con nada, mi tarjeta llego en menos de tres dias, y son super responsables, ademas es preocupan por ti, sin duda los mejores",NA,181
"3392","customer",NA,1,NA,2019-04-30,2019-05-02,TRUE,"Wery good","Wery good bank","Thanks a lot for taking your time to write this, we really appreciate it!",14
"3393","customer",NA,1,NA,2019-04-30,2019-07-09,TRUE,"5 stelle meritate tutte","5 stelle meritate tutte","Ciao, Siamo felici che tu sia soddisfatto dei nostri servizi! Grazie mille! 🤩A presto,Il team di Monese",23
"3394","customer",NA,1,NA,2019-04-30,NA,TRUE,"Muy malo","No deja hacer casi nada",NA,23
"3395","customer",NA,1,NA,2019-04-29,2019-05-02,TRUE,"Good experience","Good experience, It's a great bank and amazing support.","We're really glad to hear that, thank you!",55
"3396","David",NA,1,NA,2019-04-29,2019-05-02,FALSE,"Great support from Ksenia","Signing up at the moment, had to use the chat to get something sorted Ksenia was a great help and very quick at resolving my queries.","Hi there David, thanks a lot for your kind words and welcome on board! We'll make sure the right person gets to know about your message! ;)",133
"3397","customer John Matamba","https://user-images.trustpilot.com/5cc730eefcc15788d6837b74/73x73.png",1,NA,2019-04-29,NA,TRUE,"Si la recomendaría el servicio al público es más qué excelente extraordinario y personalizado.","Si la recomendaría el servicio al cliente es único a nivel mundial la amabilidad, cortesía, prontitud, disponibilidad, agilidad y constante interés de saber sobre la opinión de sus clientes asociados hacen cada día más grande esta empresa quién le este testimonio voluntario de opinión personal en mi calidad de reciente miembro de tan prestigiosa institución comercial no dudará tampoco en asociarse y pasar a ser parte integral de la entidad. Atentamente John Matamba.",NA,470
"3398","customer",NA,1,NA,2019-04-29,NA,TRUE,"Very straight forward to open and…","Very straight forward to open and speedy arrival of the new card",NA,64
"3399","Luis vicente",NA,1,NA,2019-04-29,2019-04-30,TRUE,"starting and until now enjoy my sympathy","starting and until now enjoy my sympathy","Hi Luis Vicente - we're happy to hear that! We will do our best to keep your sympathy as long as possible! 🙂",40
"3400","customer","https://user-images.trustpilot.com/5cc7062a8eb10ef3f7acddab/73x73.png",1,NA,2019-04-29,2019-04-30,TRUE,"Verry good aplication and verry good…","Verry good aplication and verry good acount thank yow so much ! Iwould recomanded this company too all my frends and family","🤩We're happy to hear that and your interest in recommending us! Remember to use our referral programme and surprise your family and friends. You can find more about it in your app or on our website!",123
"3401","customer Bratu Nicușor alin",NA,1,NA,2019-04-29,2019-04-30,TRUE,"Ce mai buna și cea mai sigura aplicație…","Ce mai buna și cea mai sigura aplicație recomand","Salut Nicușor - îți mulțumim de feedback și ne bucurăm să auzim asta! :)",48
"3402","customer",NA,1,NA,2019-04-29,NA,TRUE,"Excelent","Excelent and super nice!!!",NA,26
"3403","customer",NA,1,NA,2019-04-29,NA,TRUE,"Super","Super bien pratique",NA,19
"3404","customer",NA,1,NA,2019-04-29,2019-04-30,TRUE,"Great online bank","Everything went super well. I have received the card in less than a week, and the apps works wonderfully.","We're delighted to hear that! We appreciate a lot your feedback and your review! Thank you! 🙌",105
"3405","customer",NA,1,NA,2019-04-29,2019-04-30,TRUE,"Must have","I love the simple use and the app is amazing and work great","😍Thank you so much for this simple and amazing review! It means a lot to us!",59
"3406","customer",NA,1,NA,2019-04-29,2019-04-30,TRUE,"Still I am not working or starting to…","Still I am not working or starting to work on but I hope to be able to get the rest of this product.Thanks for the quick response","Hi - we do hope so too! Thank you for your feedback and review, and keep it positive! 🙌",129
"3407","customer",NA,1,NA,2019-04-29,2019-07-09,TRUE,"Buono ottimo","Ottimo lo consiglierò a tutti i miei amici","Ciao, Siamo felici che tu sia soddisfatto di Monese, grazie per averci raccomandato ai tuoi amici!A presto,Il team di Monese",42
"3408","Ionel cristinel oprea",NA,1,NA,2019-04-29,2019-04-30,TRUE,"Veri god en veri fast","Veri god wnd veri fast","Hi Ionel - we're delighted to hear that! 🤩Many thanks for your feedback and review. We will pass it among our team!",22
"3409","customer",NA,1,NA,2019-04-29,2019-04-30,TRUE,"Good service","Good service","We're happy to hear that! 🙌Thanks for your review and your feedback!",12
"3410","Neel Kanwal",NA,2,NA,2019-04-29,2019-04-30,TRUE,"Just bad thing is they charge some…","Just bad thing is they charge some money for everytopup","Hi there Neel - thank you for your review and feedback, which means a lot to us. Depending on your needs you can choose a pricing plan that suits you better. Feel free to check in your app, on our website or to call our customer support! 🙂",55
"3411","Laura Rossi",NA,4,NA,2019-04-29,NA,TRUE,"Non è possibile avere assistenza in…","Non è possibile avere assistenza in italiano",NA,44
"3412","JK",NA,2,NA,2019-04-29,NA,TRUE,"still waiting my card after 2 weeks","still waiting my card after 2 weeks",NA,35
"3413","zeeshan ali",NA,1,NA,2019-04-29,2019-04-30,TRUE,"good experience","good experience","We're delighted to hear that! 🤩Thank you for your review and feedback!",15
"3414","customer",NA,1,NA,2019-04-29,NA,TRUE,"no experiences","no experiences , just waiting card",NA,34
"3415","Gabby 🌹",NA,1,NA,2019-04-29,NA,TRUE,"Por vía email fue excelente y rápida…","Por vía email fue excelente y rápida pero nunca me pude conectarme por vía telefónicas",NA,86
"3416","Bryn Howells",NA,2,NA,2019-04-28,2019-04-30,TRUE,"Easy to sign up","Easy to sign up","Glad to hear it, Bryn!",15
"3417","customer",NA,1,NA,2019-04-28,2019-04-30,TRUE,"Very simple","Very simple too open one account with monede.","Thank you for your feedback!",45
"3418","customer",NA,1,NA,2019-04-28,2019-07-09,TRUE,"Ottima","Aspetto che arrivi  ma credo sia un un'ottima carta","Salve, Grazie mille per la tua recensione! La prego di farci sapere se ha bisogno di assistenza! Puo' anche contattare il nostro servizio clienti tramite monese.com/eu/it/contactA presto,Il team di Monese",51
"3419","customer srikaran",NA,1,NA,2019-04-28,2019-04-30,TRUE,"Yes I'm the new Costermer","Yes I'm the new Costermer I like to use the MoneseEasy transfer and online peaches Thank you","Welcome to the Monese family! Thanks for your review and enjoy your card!",92
"3420","Max",NA,1,NA,2019-04-28,2019-04-30,TRUE,"Good","Good job, it’s very easy and practical !","Thanks so much, Max!",40
"3421","customer",NA,1,NA,2019-04-28,2019-04-30,TRUE,"Tout c'est très très bien passé de…","Tout c'est très très bien passé de l'installation de l'application sur mon smartphone à la livraison de ma carte avec 10 jours d'avance. 😊","Merci beaucoup pour votre message ! On est ravi que tout se passe bien pour vous ! On a plus qu'à vous souhaiter de profiter de votre carte Monese :-)",138
"3422","Martin Bohrer",NA,3,NA,2019-04-28,2019-04-30,TRUE,"Excellent","Excellent service","Merci beaucoup, Martin ! On apprécie vraiment :-)",17
"3423","customer",NA,1,NA,2019-04-28,2019-04-30,TRUE,"Good","Very excellent","That's great, then!",14
"3424","customer",NA,2,NA,2019-04-28,2019-04-30,TRUE,"Good bank excellent customer service…","Good bank excellent customer service would recommend to any one","Hi there - we will pass this on to our support team. Thank you for the recommendation!",63
"3425","Satch",NA,1,NA,2019-04-28,2019-04-30,TRUE,"Nice concept","Nice concept, nice service, good quality, hope it will continue","Of course, Satch! Thanks for your review!",63
"3426","customer",NA,1,NA,2019-04-28,2019-04-30,TRUE,"Fairly decent for what I use it for","Fairly decent for what I use it for, they only thing I find annoying is it takes about an hour for money to reach your account when you transfer to it, I suppose that's just me alittle impatient,","Hi there - thanks for your feedback! Be sure,  we always work hard to improve your customer experience :-)",195
"3427","customer",NA,1,NA,2019-04-28,2019-04-30,TRUE,"Ottimo","Ottimo.....","Muite obrigado !",11
"3428","Joshua Ian",NA,2,NA,2019-04-28,2019-04-30,TRUE,"Great","Great easy to work and set up no problems in using there app or applying","Glad to hear that everything's going well for you, Joshua!",72
"3429","customer",NA,2,NA,2019-04-28,2019-04-30,TRUE,"So far so good...no complaints here","So far so good...no complaints here","Awesome! Thanks a lot!",35
"3430","Tidula",NA,1,NA,2019-04-28,2019-04-30,TRUE,"Great","Tha best is available","Thank you so much, Tidula!",21
"3431","Nickoul",NA,2,NA,2019-04-27,2019-04-30,FALSE,"J'ai ouvert un compte il n'y a pas très…","J'ai ouvert un compte il n'y a pas très longtemps (code parrainage: NICO025) et je me demande s'il faut déclarer aux impôt ou pas ?","Bonjour, nous sommes en contact permanent avec les autorités fiscales des pays dans lesquels nous opérons et nous sommes soumis aux mêmes règles que les autres. Si vous souhaitez en savoir plus sur notre fonctionnement, veuillez contacter notre service client : https://monese.com/gb/fr/contact?l=c",131
"3432","Edit Matiszlovics from Budapest, Hungary",NA,1,NA,2019-04-27,2019-04-29,TRUE,"I really like this mobile bank","I really like this mobile bank, it's really easy to handle and know exactly what to doThank you for the opportunity","Hi there - thanks a lot for your review, it's good to have you on board!",115
"3433","Valeria",NA,1,NA,2019-04-27,2019-04-29,TRUE,"Great produxt","Opening the account was very easy. My card arrived in about two days (before I even expected it) I've been using the card ever since without any problem. The app is user friendly and easy to use. Great experience","Hi Valeria - we're glad to know that! Thanks for sharing your experience and welcome on board!",212
"3434","JUAN CARLOS PRADA",NA,1,NA,2019-04-27,2019-04-29,TRUE,"I was in a hurry","I was in a hurry. Cause i change my residence country. And i came to Uk to work.. looking for an  bank acount i found MONESE and i can chill  and relax cause now the company when im working can give me the salary in a MONESE BANK ACOUNT.","Hi Juan Carlos - we really appreciate your review and we're glad to know we could help you! Thank you!",237
"3435","customer",NA,1,NA,2019-04-27,2019-04-29,TRUE,"Been great so far!!","Been great so far!!","Thank you a lot!",19
"3436","customer",NA,1,NA,2019-04-27,2019-04-29,TRUE,"Ok ok","Ok ok ok ok ok ok","Thank you for your review!",17
"3437","customer",NA,1,NA,2019-04-27,2019-04-29,TRUE,"like","I like this online bank, easy and fast use! thanks!","We're glad to know that, many thanks!",51
"3438","customer",NA,1,NA,2019-04-27,2019-04-29,TRUE,"perfect from others  :)","perfect from others  :)","Thank for your review!",23
"3439","customer",NA,1,NA,2019-04-27,2019-04-29,TRUE,"Avery good","The wire avery kind switch me","Thank you for your review!",29
