"X","name","image","reviewCount","rating","publishedDate","respondDate","verifiedOrder","title","content","reply","contentLength","id","sentiment"
1677,"Jose Cardoso",NA,1,NA,"2019-08-05","2019-08-06",FALSE,"Great service"," service of excellence however need to increase the top up limit","Hello, Jose,Thank you for the feedback! We are happy to hear you like Monese and the services we provide! Unfortunately these top up limits are part of our regulations and we must abide by them. Increasing the limits is a popular request from our customers and we are looking into it actively. Currently, as an alternative, you can top up your account with a bank transfer, where the limits are much higher. We apologise for the inconvenience caused by this! All the best,The Monese Team",78,1677,-0.202312138728324
1704,"Bogdan",NA,1,NA,"2019-08-03",NA,TRUE,"Delivery good","delivery good, card is good, only pounds and euro accounts this is a disadvantage",NA,84,1704,-0.289017341040463
1708,"Jorge Manuel",NA,1,NA,"2019-08-02",NA,TRUE,"I am satisfied with Monese","i am satisfied with monese, the problem is when i deposit money, it takes a long time to become available",NA,106,1708,0.173410404624277
1714,"Usman Raja Torres",NA,3,NA,"2019-08-02",NA,TRUE,"The best online bank account with…","the best online bank account with option to open a euro bank and a bussiness bank account",NA,89,1714,-0.260115606936417
1717,"Manuel Joao",NA,1,NA,"2019-08-01",NA,TRUE,"Recomendo","i recommend, not for the amount received by the membership but for the quick and easy way i opened a bank account ",NA,135,1717,0.317919075144508
1718,"Iain Cosgrove",NA,1,NA,"2019-08-01",NA,FALSE,"You get a £15 (or 15€) bonus.","you get a  (or ) bonus just for spending  (or ) and  (or ) for everyone you refer if you use the code: iainjyou must use the code though",NA,156,1718,-0.491329479768786
1729,"Steffen Schubert",NA,6,NA,"2019-08-01",NA,TRUE,"Has everything I need in a basic…","has everything i need in a basic account",NA,322,1729,-0.780346820809249
1738,"Bogdan Robert",NA,1,NA,"2019-07-31",NA,TRUE,"Imi place foarte mult"," ca pot plati cu telefonul ",NA,78,1738,-0.780346820809249
1746,"Sonia L.","https://user-images.trustpilot.com/5d40d72e9a2ed7805e21d0fd/73x73.png",1,NA,"2019-07-30",NA,TRUE,"The Best International Debit Card in the World and Completely Free!"," very happy to have done it! i've never seen anything like it, monese destroys all the competition in customer support and very low commissions on foreign currency transactions and high-value withdrawals from atms. a feature that i liked very much: on the account app you can add your paypal account and other accounts. and you will continue earning money every time you invite a friend using your code",NA,810,1746,1.1271676300578
1752,"Andreas",NA,3,NA,"2019-07-30",NA,TRUE,"Very good app and service but credit…","very good app and service but credit card top up limit is too low",NA,66,1752,-0.260115606936417
1761,"Ana Rita",NA,1,NA,"2019-07-30",NA,TRUE,"Amazing","amazing, money money",NA,20,1761,-0.144508670520231
1763,"Vlad Drule","https://user-images.trustpilot.com/5d401397d5316ebc2d3a3d39/73x73.png",1,NA,"2019-07-30","2019-07-30",FALSE,"Go with Revolut, for real"," i just closed my account today, doesn't worth it","Hello, Vlad,We are very sorry to hear you think of us this way. Our support team always targets to answer all questions as promptly as possible, but sometimes the response times might not be as quick as we would like depending on the incoming volume of inquiries. If you have any urgent matters, we would always suggest you call our support line for assistance.Our referral bonus is still very real and active. You are eligible for a referral bonus, if you enter a referral code when signing up, order your card and make a card purchase with the card. We apologise if the process was confusing or unclear for you. You can still earn a bonus every time you refer a friend and they follow all the simple steps necessary. Also, some good news: we recently revamped all our pricing plans, making topping up and depositing cheaper for our customers. You can check it out here: monese.com/pricing.Sorry to disappoint you and we apologise for the inconvenience caused.All the best,The Monese Team",298,1763,-0.346820809248555
1767,"Marie B.","https://user-images.trustpilot.com/5d13b4a9a9030c7c80293068/73x73.png",1,NA,"2019-07-29",NA,TRUE,"Carta prepagata affidabile"," i numeri sono in rilievo, come le carte di credito. se avete bisogno di un codice invito, il mio  mariepotete invitare tutti gli amici che vorrete, non c' limite al numero di bonus",NA,937,1767,-0.491329479768786
1778,"Jonas Brazys",NA,1,NA,"2019-07-29","2019-08-07",FALSE,"Ruining your business","i had a terrible eerience with monese, while trying to use it as a bank for my digital marketing business. they were able to receive all the funds to my account, but when i tried transfering it to my other account it suddenly has been blocked. they sent me an email asking additional information about my business, which i did literally  minutes after receiving my email about account suspension. i have collected money from my customers to order products, but couldn't use them, since they are being withheld by monese, therefore leading to refund requests and basically ruining my business","Hello, Jonas,We are terribly sorry to hear about your negative experience. Accounts can be blocked for a variety of reasons and often as a security measure, furthermore the information provided will need verification. We apologise for the situation and the inconvenience it must have caused you.We are happy to see the issue has been solved. If you have any other questions or concerns, please do not hesitate to contact our customer support for more information.All the best,The Monese Team",854,1778,-0.491329479768786
1780,"Rafał Missar","https://user-images.trustpilot.com/5d3df717f9c23500420a23d6/73x73.png",1,NA,"2019-07-28",NA,FALSE,"Świetna przejrzysta aplikacja"," pozwala zaoy brytyjskie konto bankowe bez potwierdzania adresu zamieszkania",NA,405,1780,-0.780346820809249
1782,"Alex-Gabriel",NA,1,NA,"2019-07-28",NA,TRUE,"I can say that","i can say that, monese it's really better than the others, the exchange also it's better than all the banks, andif you want also to withdraw from atm you can do it, unlimited ( with the premium )the card will arrive in a few days ( - ) for me",NA,333,1782,-0.346820809248555
1787,"Sylwester Konrad",NA,1,NA,"2019-07-28","2019-08-08",TRUE,"Becouse i conection pay pal account…","becouse i conection pay pal account with monese and transfer money betwen and am wait now  hours that is very slow and my pay pal account its still empty","Hello, Sylwester,We are extremely sorry to hear you feel this way. Unfortunately the processing times connected to PayPal are out of our control in these cases.  If you're having trouble with your account or need any assistance you can always contact our support team here: https://monese.com/contact and team will make sure they help you with everything.Thank you for your understanding!Sincerely,The Monese Team",155,1787,-0.92485549132948
1804,"Alex",NA,13,NA,"2019-07-26",NA,FALSE,"No money back, no guarantee..."," (there is no security for your money - not a penny of it!!) - factthey claim there is a free account, but the only problem is - you can't get it (the app doesn't allow any other choice but paid option. you can't change it to a free account, later on. - factyou can't close the account, but you must write and beg them to reply.(feel free to check fco register and call the number - *this information is correct at the moment of writing of original comment)the company you are actually dealing with is only acting as an agent for prepay technologies limited which is owned by a low revenue (search public register at companies house website if you wish), edenred [uk group] limited, whose last registered profit (see their annual report - filing history) was ,.tragicomedy! now you know who you trust with your money! (or who not to trust with your money) - factand there is more and more",NA,1240,1804,0.491329479768786
